,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,q,alpha,lambda,S
32,146.73,561.73,924.51,487.54,521.9,217.61,775.54,768.9,403.18,694.74,585.72,332.93,329.8,695.69,565.32,270.07,720.89,383.16,446.93,374.2,286.74,342.05,315.6,327.57,49.41,584.31,649.47,550.1,599.62,888.65,268.82,122.0,0.0,215.45,393.78,203.93,887.45,783.72,627.78,556.58,480.1,322.27,653.37,936.8,461.81,1002.69,111.14,727.63,693.26,858.44,238.8,681.44,632.0,213.84,629.92,699.08,475.19,620.08,353.9,560.53,588.27,413.09,739.66,558.28,452.64,642.07,573.2,581.07,601.65,717.11,674.13,712.66,620.89,262.84,709.02,212.49,647.16,554.48,691.73,214.29,380.4,576.76,623.8,669.45,611.74,315.8,601.61,663.47,548.92,771.0,625.8,537.97,640.38,259.86,485.13,155.44,527.37,470.74,771.99,758.8,389.25,0.0,10.0,1.0,23.0
33,339.52,743.49,1138.27,679.04,737.14,431.35,981.47,984.11,576.08,891.9,797.74,357.62,544.18,905.68,771.55,463.49,923.69,569.65,662.33,458.96,417.26,484.11,487.08,442.74,240.03,796.33,816.63,663.93,806.25,1092.35,272.24,141.13,215.45,0.0,582.6,369.3,1091.49,988.62,772.23,768.53,679.31,481.65,863.11,1137.62,664.78,1212.17,287.56,882.82,870.98,1070.17,348.82,748.48,714.08,16.4,828.09,903.47,645.33,821.27,562.94,757.09,786.59,531.88,809.48,766.65,641.81,853.68,777.1,780.33,799.48,922.37,845.15,776.64,822.01,90.93,915.22,156.28,851.55,758.13,902.33,308.24,567.23,633.31,825.86,742.42,814.82,303.27,792.05,856.42,748.74,883.05,829.53,620.5,839.33,88.73,660.29,87.82,712.55,563.1,867.22,835.44,525.3,0.0,9.0,1.0,15.0
34,248.29,587.8,603.95,96.54,326.09,287.93,412.7,485.6,65.76,622.23,274.87,400.13,187.3,538.28,215.39,396.17,611.85,15.81,251.79,299.14,540.34,170.75,475.85,237.07,406.38,273.76,268.15,297.83,248.47,516.76,423.99,515.69,393.78,582.6,0.0,450.36,516.51,417.1,286.9,250.39,108.85,506.95,315.63,557.91,111.76,649.47,419.55,358.18,301.24,522.4,277.89,487.78,421.43,587.17,566.75,584.15,109.0,246.45,122.61,177.05,208.06,227.78,526.92,221.94,59.36,319.68,492.11,203.4,547.6,592.87,708.61,517.4,247.03,649.82,579.72,483.47,543.34,193.33,356.79,314.3,17.0,437.7,252.68,467.02,525.14,449.94,582.4,273.82,174.19,471.09,531.47,360.97,570.51,584.83,105.22,545.18,133.7,307.07,503.81,528.95,180.68,0.0,7.0,1.0,5.0
35,267.56,374.19,856.95,525.84,433.11,166.6,752.3,688.75,486.97,526.8,545.3,527.91,302.06,560.43,553.81,110.42,563.87,446.22,380.76,543.11,96.61,472.97,118.15,482.96,155.35,543.95,718.06,684.87,583.85,868.57,470.7,228.97,203.93,369.3,450.36,0.0,866.28,763.73,727.47,518.77,499.77,118.93,620.74,923.87,472.25,957.69,93.23,808.37,742.03,806.38,411.26,841.95,785.34,360.09,464.42,546.15,554.15,621.26,357.57,579.33,600.04,555.52,896.42,538.71,500.2,600.35,421.38,590.82,435.85,566.19,478.65,873.82,622.21,371.16,560.81,413.43,495.08,553.05,652.71,398.81,443.23,747.25,622.05,826.9,457.0,517.87,424.01,683.44,559.83,895.6,472.41,695.96,476.24,439.01,555.04,283.29,574.89,627.0,910.24,910.61,519.4,0.0,12.0,1.0,53.0
36,751.97,766.03,206.46,422.0,461.31,709.88,114.13,281.51,545.03,666.99,321.7,897.57,571.99,517.61,322.42,768.46,613.14,531.3,488.75,775.1,929.06,664.9,826.94,731.19,885.86,323.01,394.59,645.37,288.65,5.0,935.23,1004.63,887.45,1091.49,516.51,866.28,0.0,104.04,507.68,347.56,413.07,861.1,245.72,65.07,426.81,151.2,876.73,428.98,316.41,138.96,791.18,798.33,743.21,1094.18,655.33,593.96,495.11,271.03,534.42,339.69,308.46,679.98,799.14,331.99,460.41,268.81,609.02,313.36,659.1,584.03,842.26,814.22,270.35,1150.16,571.92,999.97,595.0,333.52,217.33,829.4,533.19,820.16,265.89,776.68,611.58,955.44,714.01,257.19,343.94,636.31,603.7,745.35,648.47,1100.37,471.59,1042.88,404.25,729.23,707.77,778.13,648.95,0.0,15.0,1.0,97.0
37,649.14,683.06,230.67,324.48,367.87,606.29,15.81,233.03,450.06,600.2,221.08,805.03,468.19,453.65,218.49,667.37,551.38,432.23,388.33,685.97,828.4,571.11,727.88,638.19,781.84,222.34,330.95,572.65,184.61,105.69,838.82,900.66,783.72,988.62,417.1,763.73,104.04,0.0,444.65,245.69,311.64,762.21,144.92,160.46,323.86,234.34,772.85,385.25,258.13,141.22,693.73,738.03,679.03,991.08,580.83,529.5,405.66,170.65,430.46,241.81,210.1,592.95,745.74,228.02,362.63,171.3,528.02,213.84,581.32,522.47,767.61,756.88,170.07,1046.49,509.39,899.95,523.25,230.52,123.04,731.14,433.96,747.97,164.62,715.81,535.2,860.98,635.6,173.95,243.21,594.92,529.1,670.8,575.31,999.18,381.24,939.15,312.54,648.12,663.1,728.16,558.78,0.0,13.0,1.0,70.0
38,486.15,862.57,674.59,255.22,563.69,570.98,450.69,622.76,240.63,868.83,445.09,468.8,472.33,757.49,364.54,682.13,845.24,286.5,508.7,337.36,820.76,290.37,762.11,331.16,654.28,444.78,114.0,148.72,377.03,505.2,535.26,745.43,627.78,772.23,286.9,727.47,507.68,444.65,0.0,435.93,303.65,792.64,434.72,516.6,333.42,658.87,682.0,117.8,191.27,584.5,423.46,293.38,235.69,781.49,821.09,817.79,177.91,328.87,406.07,279.95,296.95,245.65,304.63,386.91,256.63,458.59,747.92,303.36,806.33,821.54,979.68,312.83,328.5,854.38,807.51,635.36,785.75,337.54,464.85,464.43,289.35,316.55,337.97,271.18,775.7,536.13,847.86,276.56,304.28,191.25,778.67,247.76,822.37,744.46,185.71,760.8,210.89,254.07,240.74,291.78,247.03,0.0,11.0,1.0,32.0
39,434.72,473.78,371.65,197.34,146.54,364.8,233.73,236.32,308.47,440.45,29.21,646.8,229.63,321.6,74.65,421.71,411.1,265.68,143.61,549.48,582.84,421.07,483.63,486.79,548.34,27.8,350.14,511.5,82.46,349.91,660.6,668.45,556.58,768.53,250.39,518.77,347.56,245.69,435.93,0.0,152.78,518.09,102.0,406.15,139.0,447.54,533.21,442.14,320.7,301.88,515.41,701.23,635.08,768.99,400.59,384.04,303.73,139.28,207.23,157.29,149.2,473.45,728.52,50.25,220.95,85.56,332.78,140.09,391.54,386.46,576.7,727.5,140.22,818.23,372.36,700.44,356.72,99.16,136.5,546.55,265.91,672.41,134.41,679.0,353.36,691.65,440.65,219.31,131.82,623.81,353.28,593.01,399.41,790.98,280.81,710.83,228.25,548.02,676.6,721.89,428.34,0.0,10.0,1.0,27.0
40,340.2,562.69,495.29,49.04,261.46,333.26,306.2,382.33,158.46,566.62,173.35,508.26,202.0,464.01,107.0,425.03,546.7,124.62,206.12,402.37,581.38,276.37,500.3,343.68,484.85,172.42,242.71,361.37,139.65,413.69,532.63,600.25,480.1,679.31,108.85,499.77,413.07,311.64,303.65,152.78,0.0,533.84,207.18,458.38,31.95,542.23,486.9,339.47,246.46,413.56,386.41,552.38,485.84,682.58,517.6,518.99,152.46,142.13,142.21,81.54,108.17,322.1,583.1,116.28,68.36,213.27,444.29,101.21,502.69,524.6,677.61,579.64,142.84,741.25,510.81,588.6,484.15,84.53,248.24,422.1,125.8,519.76,147.25,530.41,472.52,558.78,544.75,186.45,69.43,494.89,476.02,440.48,519.14,687.58,131.06,634.74,95.19,395.43,540.55,579.15,278.26,0.0,11.0,1.0,42.0
41,366.67,267.11,823.51,568.08,405.31,223.49,749.21,652.15,553.88,432.31,541.23,640.61,332.45,490.13,566.72,110.86,476.88,506.21,374.49,644.52,84.31,560.96,34.53,580.34,274.09,540.0,767.6,768.12,592.5,863.97,587.08,340.53,322.27,481.65,506.95,118.93,861.1,762.21,792.64,518.09,533.84,0.0,617.3,922.2,503.36,936.02,212.08,861.79,780.3,783.98,517.03,935.29,875.8,471.15,373.87,462.87,615.24,637.85,396.83,608.0,623.72,645.43,987.31,547.79,548.82,592.33,344.61,613.83,346.19,483.81,363.5,967.17,638.85,472.49,480.68,532.35,414.37,571.85,643.84,508.99,503.34,846.5,636.92,918.87,375.81,634.23,324.46,707.97,585.22,970.07,391.62,789.91,386.39,555.09,611.68,394.21,619.19,721.32,991.52,998.83,605.23,0.0,13.0,1.0,67.0
42,525.88,550.09,288.4,237.9,227.04,466.23,132.26,189.42,363.41,488.59,76.22,715.44,329.8,351.6,100.24,522.92,448.23,331.44,243.52,607.6,683.76,483.14,582.96,550.63,647.43,77.49,332.29,535.63,68.73,248.17,737.85,767.26,653.37,863.11,315.63,620.74,245.72,144.92,434.72,102.0,207.18,617.3,0.0,305.16,207.97,349.36,634.26,413.45,282.12,209.58,591.55,718.4,654.27,864.32,459.43,423.29,339.01,105.85,300.22,166.59,141.01,522.69,737.78,97.64,271.43,32.7,399.33,137.32,455.72,420.7,643.27,741.89,106.23,915.85,406.75,786.74,406.99,124.34,41.23,625.7,332.43,705.73,96.77,695.85,412.34,765.35,508.37,173.0,152.27,611.99,408.77,626.08,455.77,881.04,314.0,808.33,248.81,590.07,672.17,726.45,481.57,0.0,14.0,1.0,76.0
43,798.57,831.01,251.92,461.86,524.49,765.32,173.0,344.89,580.65,731.38,381.38,928.42,626.83,581.88,374.55,827.83,676.98,572.12,548.68,802.89,988.84,698.31,887.92,763.32,937.44,382.65,406.69,659.66,341.99,61.0,970.62,1055.34,936.8,1137.62,557.91,923.87,65.07,160.46,516.6,406.15,458.38,922.2,305.16,0.0,475.0,159.77,930.88,426.52,327.93,197.39,828.42,801.72,749.95,1140.97,720.31,658.17,525.58,316.89,585.78,381.21,351.14,706.32,797.57,386.48,500.14,330.13,674.05,357.29,724.16,647.9,907.2,815.34,316.1,1198.94,635.93,1040.43,659.87,382.58,279.52,867.62,574.21,832.54,313.0,780.67,676.63,988.34,779.08,288.82,388.98,628.23,668.7,760.22,713.39,1142.73,503.25,1092.02,438.27,749.77,701.05,774.34,678.62,0.0,9.0,1.0,15.0
44,325.28,531.38,495.94,78.24,234.47,306.11,317.04,373.84,169.96,538.96,163.11,510.78,172.42,440.56,109.29,395.05,521.0,127.28,175.41,410.59,552.36,282.49,469.67,348.75,463.92,162.0,274.64,384.17,143.95,427.77,530.09,580.77,461.81,664.78,111.76,472.25,426.81,323.86,333.42,139.0,31.95,503.36,207.97,475.0,0.0,550.82,463.0,371.4,277.22,417.08,383.85,575.71,509.02,667.37,488.76,493.24,175.64,158.37,115.74,107.08,129.62,335.16,608.29,111.66,87.24,209.1,415.07,121.25,473.21,499.62,646.84,603.57,159.2,724.03,485.97,580.22,457.0,93.35,249.15,417.73,127.74,538.21,162.0,553.95,444.13,558.49,514.47,211.55,89.16,524.65,448.13,459.49,490.65,676.86,156.24,617.03,126.66,411.26,568.86,605.45,289.56,0.0,11.0,1.0,39.0
45,874.02,800.55,140.16,558.3,530.95,810.86,237.04,295.69,684.33,673.27,418.81,1039.37,677.15,526.6,441.97,853.57,613.0,664.83,577.31,919.7,1010.24,805.44,902.98,872.53,995.83,420.22,545.75,796.04,407.15,153.73,1072.45,1115.89,1002.69,1212.17,649.47,957.69,151.2,234.34,658.87,447.54,542.23,936.02,349.36,159.77,550.82,0.0,979.7,578.09,467.61,152.12,926.96,949.23,894.39,1213.56,676.24,599.4,639.23,403.74,649.47,475.74,443.98,825.87,949.01,445.54,596.24,362.18,644.52,447.15,686.2,585.03,857.83,964.75,403.24,1265.06,575.22,1130.51,613.36,458.71,311.28,963.77,666.42,971.02,397.02,927.64,637.87,1095.18,740.52,403.51,475.3,783.54,626.94,895.82,667.12,1227.62,615.04,1157.56,546.56,877.94,855.71,927.29,792.71,0.0,9.0,1.0,14.0
46,201.06,460.63,888.88,505.02,470.72,168.88,762.83,725.42,445.11,604.44,561.42,439.9,304.82,622.47,556.45,175.93,636.45,412.42,405.88,466.25,177.52,410.86,208.28,411.01,62.17,560.02,686.33,623.68,588.96,878.53,379.32,153.01,111.14,287.56,419.55,93.23,876.73,772.85,682.0,533.21,486.9,212.08,634.26,930.88,463.0,979.7,0.0,771.99,719.46,830.76,331.57,770.27,716.63,280.4,540.55,616.66,515.71,619.02,347.76,568.35,592.62,489.84,826.6,544.87,474.65,617.89,490.38,584.18,511.94,635.84,568.99,801.96,619.92,304.6,629.12,320.35,564.84,550.97,669.61,314.38,409.44,670.8,621.18,756.53,527.77,426.41,505.83,673.34,552.16,840.16,542.64,624.76,551.77,351.05,520.6,205.88,550.79,556.11,848.76,843.06,458.39,0.0,12.0,1.0,43.0
47,582.68,899.59,614.34,297.27,583.06,645.8,394.68,591.54,327.29,882.59,443.65,586.42,531.64,758.02,367.49,751.05,851.19,362.27,542.49,454.81,898.42,398.76,829.57,445.03,750.04,443.71,96.77,263.37,369.12,425.73,651.69,847.55,727.63,882.82,358.18,808.37,428.98,385.25,117.8,442.14,339.47,861.79,413.45,426.52,371.4,578.09,771.99,0.0,132.74,526.09,535.09,376.54,329.22,891.39,841.31,824.63,256.28,312.75,465.76,288.17,293.08,361.78,371.26,392.0,313.0,442.37,771.06,302.05,830.14,825.35,1011.16,388.97,312.07,962.93,811.21,749.57,798.87,344.61,435.19,576.52,365.27,421.73,320.73,356.1,794.42,653.62,876.2,240.87,315.07,209.8,795.06,359.18,840.8,858.68,253.33,866.48,246.03,371.23,279.49,349.24,358.44,0.0,8.0,1.0,11.0
48,546.69,789.16,488.76,216.23,465.65,575.68,266.09,458.81,294.98,759.11,318.42,615.88,448.22,630.09,247.01,671.3,724.69,310.54,435.79,486.07,826.38,397.56,746.74,456.83,707.57,318.64,78.85,331.75,243.0,313.96,668.38,815.25,693.26,870.98,301.24,742.03,316.41,258.13,191.27,320.7,246.46,780.3,282.12,327.93,277.22,467.61,719.46,132.74,0.0,399.3,535.09,483.05,426.88,877.36,721.23,698.6,226.32,185.07,386.13,177.34,173.09,388.45,488.0,271.67,244.81,311.93,653.19,182.99,712.08,698.21,896.25,500.4,184.29,944.07,684.1,752.82,675.63,227.95,302.59,576.42,313.38,505.2,192.31,461.16,673.95,679.54,760.38,109.12,203.36,339.31,673.41,432.29,719.81,860.13,210.77,841.76,168.67,423.99,405.76,470.03,368.42,0.0,15.0,1.0,93.0
49,734.48,656.53,90.14,437.66,378.84,661.89,133.84,154.08,565.11,541.6,272.72,920.18,530.35,392.23,308.15,701.72,484.68,538.13,426.62,807.13,858.13,686.33,750.89,754.0,849.24,274.13,471.22,708.44,274.17,143.95,946.03,969.45,858.44,1070.17,522.4,806.38,138.96,141.22,584.5,301.88,413.56,783.98,209.58,197.39,417.08,152.12,830.76,526.09,399.3,0.0,799.72,877.72,817.79,1070.8,537.13,467.68,529.97,285.46,507.65,357.84,326.94,717.53,886.58,307.19,473.91,216.51,499.36,327.6,544.47,455.8,722.18,897.15,285.22,1119.84,444.54,996.31,475.0,329.07,168.91,834.56,539.36,883.25,277.25,855.4,496.17,972.19,599.34,310.03,351.4,735.86,486.45,805.09,529.0,1090.16,504.91,1012.51,436.18,778.0,804.28,869.3,679.82,0.0,12.0,1.0,53.0
50,153.38,705.35,879.77,369.44,546.09,323.0,689.97,750.96,247.98,797.7,542.69,143.03,343.98,753.35,491.77,428.72,806.05,262.35,462.05,135.65,505.6,138.44,498.73,95.52,280.92,541.44,474.14,321.26,525.55,791.09,146.32,339.71,238.8,348.82,277.89,411.26,791.18,693.73,423.46,515.41,386.41,517.03,591.55,828.42,383.85,926.96,331.57,535.09,535.09,799.72,0.0,442.65,393.88,358.38,734.28,780.13,309.78,523.32,321.02,452.08,483.71,185.31,500.91,495.44,331.16,592.35,664.69,479.97,708.92,793.97,827.37,473.93,523.85,432.34,782.79,217.85,731.46,470.92,632.78,41.68,260.89,339.59,529.94,430.72,702.97,176.71,726.13,539.83,451.76,543.13,713.86,299.45,741.92,325.96,328.87,344.58,390.49,233.0,537.47,520.54,176.78,0.0,12.0,1.0,44.0
51,574.42,1068.88,967.83,504.84,808.72,717.08,743.96,907.82,422.61,1109.44,716.06,391.22,664.45,1016.09,636.63,833.01,1095.86,478.6,738.86,307.38,938.36,375.22,910.93,359.58,722.94,715.47,407.24,191.64,655.54,795.57,476.46,776.11,681.44,748.48,487.78,841.95,798.33,738.03,293.38,701.23,552.38,935.29,718.4,801.72,575.71,949.23,770.27,376.54,483.05,877.72,442.65,0.0,66.73,762.13,1054.52,1068.07,400.26,613.72,606.11,554.79,577.55,290.41,61.03,656.02,488.59,738.88,979.88,582.13,1035.26,1075.12,1191.45,31.91,613.49,839.15,1061.54,592.62,1029.47,608.51,751.66,470.2,480.41,116.21,622.94,22.56,1012.61,451.4,1068.7,568.73,575.24,209.62,1018.5,145.99,1058.17,690.32,421.44,770.74,475.05,214.95,151.03,90.24,333.77,0.0,14.0,1.0,80.0
52,518.41,1003.89,907.93,438.44,741.99,655.99,684.32,843.67,356.44,1042.84,650.28,360.82,599.32,949.44,571.12,772.13,1029.13,412.48,672.3,261.24,881.93,314.84,850.65,305.95,671.68,649.67,349.52,124.91,590.7,740.67,444.54,731.64,632.0,714.08,421.43,785.34,743.21,679.03,235.69,635.08,485.84,875.8,654.27,749.95,509.02,894.39,716.63,329.22,426.88,817.79,393.88,66.73,0.0,727.0,988.11,1001.34,333.62,550.11,540.32,489.84,513.28,230.5,111.52,590.2,421.88,674.11,913.47,517.57,969.0,1008.39,1126.26,96.05,549.92,804.0,994.82,559.86,962.8,542.97,688.2,424.68,414.34,105.42,559.33,45.61,946.07,425.03,1002.84,508.01,509.82,193.87,951.89,95.04,991.69,661.73,354.97,729.97,409.54,161.31,155.98,126.83,271.6,0.0,14.0,1.0,87.0
53,342.43,734.09,1138.01,683.46,734.49,427.99,983.7,982.7,582.38,884.16,798.18,371.61,543.47,900.44,773.59,456.21,916.85,574.46,660.59,470.88,405.32,492.63,477.51,452.82,235.31,796.77,824.02,675.02,808.22,1095.11,286.27,131.19,213.84,16.4,587.17,360.09,1094.18,991.08,781.49,768.99,682.58,471.15,864.32,1140.97,667.37,1213.56,280.4,891.39,877.36,1070.8,358.38,762.13,727.0,0.0,820.58,896.94,652.11,824.36,564.11,760.88,790.14,542.22,823.12,768.17,646.46,854.29,770.61,783.72,791.95,916.0,834.58,790.47,825.11,77.06,909.05,170.66,845.07,760.69,903.29,318.21,571.99,647.17,828.79,755.81,808.13,318.21,783.54,860.87,752.0,894.66,822.94,633.18,831.93,104.8,666.6,77.01,717.83,575.09,879.74,848.81,534.46,0.0,15.0,1.0,97.0
54,591.4,135.37,541.69,566.4,258.79,425.79,565.11,383.38,632.1,65.03,404.47,876.77,401.47,152.2,474.83,364.64,103.73,576.33,316.56,826.39,457.6,705.75,354.49,755.25,592.36,404.07,747.26,864.04,479.53,659.62,851.98,690.82,629.92,828.09,566.75,464.42,655.33,580.83,821.09,400.59,517.6,373.87,459.43,720.31,488.76,676.24,540.55,841.31,721.23,537.13,734.28,1054.52,988.11,820.58,0.0,95.02,660.8,537.82,451.25,553.4,549.43,782.68,1092.3,450.14,572.16,426.76,74.63,540.02,28.64,116.1,187.11,1084.02,538.69,835.57,117.64,836.12,62.97,496.73,462.36,746.27,574.68,998.5,531.69,1033.67,47.41,895.52,67.12,617.64,526.61,1012.21,51.79,924.73,12.81,887.98,643.85,744.88,610.68,865.22,1057.6,1091.92,734.49,0.0,13.0,1.0,67.0
55,644.84,229.83,461.74,567.89,259.36,487.12,513.7,314.24,649.86,74.06,381.01,923.14,437.99,76.4,458.21,441.57,27.78,595.63,333.7,861.0,547.1,735.87,441.02,790.52,664.85,380.94,733.98,876.45,455.99,598.51,905.86,768.85,699.08,903.47,584.15,546.15,593.96,529.5,817.79,384.04,518.99,462.87,423.29,658.17,493.24,599.4,616.66,824.63,698.6,467.68,780.13,1068.07,1001.34,896.94,95.02,0.0,668.75,513.56,477.84,541.23,531.9,807.97,1101.52,434.2,579.85,391.07,126.37,523.31,119.1,21.26,259.24,1096.4,514.33,916.53,24.74,899.87,51.97,483.14,418.17,796.34,594.39,1021.44,506.32,1046.54,89.2,947.64,160.59,591.24,515.33,1007.14,74.04,945.12,82.46,958.78,649.3,822.38,607.38,889.48,1057.65,1098.14,759.68,0.0,13.0,1.0,72.0
56,328.9,691.38,617.34,106.48,409.66,394.61,405.41,524.68,72.03,713.0,321.49,403.03,295.3,615.83,245.72,504.58,696.53,109.14,344.4,280.47,645.95,174.16,584.45,237.84,495.01,320.73,174.32,208.97,271.09,494.3,447.13,596.44,475.19,645.33,109.0,554.15,495.11,405.66,177.91,303.73,152.46,615.24,339.01,525.58,175.64,639.23,515.71,256.28,226.32,529.97,309.78,400.26,333.62,652.11,660.8,668.75,0.0,244.81,229.48,173.83,203.53,187.78,432.95,261.82,89.05,353.03,586.47,204.19,643.62,675.26,810.71,427.95,244.98,720.1,661.6,527.09,631.71,218.01,377.48,350.82,112.06,369.76,253.34,378.42,617.21,462.9,681.67,238.16,187.1,363.27,622.0,290.07,663.43,634.01,25.18,619.53,93.86,251.07,399.62,431.2,153.85,0.0,12.0,1.0,50.0
57,481.93,612.85,372.54,154.74,285.82,457.52,166.71,294.53,281.66,574.28,133.69,637.36,319.39,445.59,72.06,534.51,539.72,261.58,270.6,521.93,695.24,403.11,603.4,470.62,622.04,133.99,227.72,433.24,58.31,271.59,668.71,739.14,620.08,821.27,246.45,621.26,271.03,170.65,328.87,139.28,142.13,637.85,105.85,316.89,158.37,403.74,619.02,312.75,185.07,285.46,523.32,613.72,550.11,824.36,537.82,513.56,244.81,0.0,271.49,72.8,41.48,432.13,632.14,94.37,192.51,131.23,471.42,43.42,529.95,513.39,715.72,636.75,1.0,882.07,499.27,729.49,490.93,68.35,138.1,560.53,263.3,605.4,9.22,591.16,490.43,691.85,579.66,80.11,72.92,507.33,489.31,526.12,535.93,829.38,219.67,775.2,151.33,494.43,566.63,620.61,394.53,0.0,8.0,1.0,8.0
58,227.48,465.59,578.87,171.49,228.48,191.05,421.88,435.87,184.59,509.38,236.32,460.16,66.48,440.51,212.0,286.57,505.11,128.7,145.91,384.21,440.26,258.04,364.15,314.58,351.71,234.93,370.92,418.16,245.98,535.8,462.29,470.21,353.9,562.94,122.61,357.57,534.42,430.46,406.07,207.23,142.21,396.83,300.22,585.78,115.74,649.47,347.76,465.76,386.13,507.65,321.02,606.11,540.32,564.11,451.25,477.84,229.48,271.49,0.0,222.43,245.2,331.83,647.48,204.41,153.16,291.44,376.96,236.58,430.5,488.78,586.91,636.35,272.38,616.71,476.37,494.25,433.62,203.79,339.43,347.54,126.57,547.33,274.0,585.9,411.88,497.24,462.59,327.2,204.71,592.7,419.69,473.61,456.03,583.74,220.64,509.24,222.41,414.19,626.42,650.61,283.54,0.0,13.0,1.0,58.0
59,419.01,613.79,444.21,82.68,294.93,413.15,238.84,354.94,208.97,596.27,165.16,564.64,278.96,478.53,84.6,500.73,568.35,191.67,258.71,449.32,658.95,330.39,574.01,397.86,566.18,164.83,193.98,369.69,100.9,339.84,597.01,681.09,560.53,757.09,177.05,579.33,339.69,241.81,279.95,157.29,81.54,608.0,166.59,381.21,107.08,475.74,568.35,288.17,177.34,357.84,452.08,554.79,489.84,760.88,553.4,541.23,173.83,72.8,222.43,0.0,31.76,360.28,577.62,107.45,120.93,184.33,482.89,30.41,541.97,543.74,723.5,579.39,73.16,820.87,529.64,660.45,512.58,58.14,204.01,489.88,193.61,539.14,80.65,532.3,506.68,619.49,588.25,105.0,26.93,466.65,507.8,459.49,553.18,761.76,148.66,714.73,82.22,424.62,520.63,568.86,321.98,0.0,12.0,1.0,55.0
60,447.92,616.33,413.85,114.39,292.75,434.61,207.08,330.39,240.68,589.56,151.56,596.31,298.3,466.72,74.63,517.93,558.64,222.87,265.41,480.46,677.42,362.08,589.49,429.51,592.5,151.49,202.55,394.85,80.13,308.7,628.73,708.32,588.27,786.59,208.06,600.04,308.46,210.1,296.95,149.2,108.17,623.72,141.01,351.14,129.62,443.98,592.62,293.08,173.09,326.94,483.71,577.55,513.28,790.14,549.43,531.9,203.53,41.48,245.2,31.76,0.0,390.7,598.08,99.3,152.55,162.12,480.55,10.2,539.53,533.23,723.22,601.33,41.76,849.32,519.09,691.53,505.85,55.36,176.48,521.37,224.74,565.96,49.82,555.01,502.31,651.25,587.41,84.29,40.5,479.99,502.45,486.5,548.48,792.42,178.37,742.88,110.37,453.59,536.7,587.89,353.06,0.0,13.0,1.0,67.0
61,289.7,784.93,804.47,284.93,552.13,426.69,593.03,704.05,165.22,841.21,495.36,228.41,383.59,765.08,425.52,542.6,835.47,214.44,474.27,97.62,652.13,84.81,620.66,89.81,448.83,494.4,316.94,137.3,454.04,678.89,289.91,522.14,413.09,531.88,227.78,555.52,679.98,592.95,245.65,473.45,322.1,645.43,522.69,706.32,335.16,825.87,489.84,361.78,388.45,717.53,185.31,290.41,230.5,542.22,782.68,807.97,187.78,432.13,331.83,360.28,390.7,0.0,341.98,438.0,254.0,533.5,708.59,390.69,761.21,817.77,908.2,322.2,432.34,617.0,804.9,390.54,764.97,399.06,562.25,224.16,215.24,216.13,440.5,273.48,743.72,293.98,790.18,422.94,370.62,359.14,751.44,147.08,787.72,499.49,212.71,529.67,281.63,82.68,359.71,355.1,48.33,0.0,14.0,1.0,89.0
62,629.23,1112.31,976.38,534.61,842.59,767.38,752.84,926.6,462.93,1145.63,741.38,452.25,707.82,1046.85,661.1,883.54,1129.28,518.97,775.81,366.2,992.98,426.36,962.13,415.59,780.43,740.9,415.82,229.32,677.42,796.08,537.49,835.88,739.66,809.48,526.92,896.42,799.14,745.74,304.63,728.52,583.1,987.31,737.78,797.57,608.29,949.01,826.6,371.26,488.0,886.58,500.91,61.03,111.52,823.12,1092.3,1101.52,432.95,632.14,647.48,577.62,598.08,341.98,0.0,681.7,521.99,760.19,1017.74,603.53,1074.01,1107.61,1234.24,37.16,631.83,900.14,1093.86,653.64,1064.61,633.2,769.04,529.5,520.99,177.07,641.31,70.23,1049.42,512.28,1109.3,580.83,599.68,180.87,1054.61,202.04,1095.4,751.24,452.3,831.2,500.46,270.5,111.31,34.83,382.92,0.0,11.0,1.0,38.0
63,428.71,519.71,384.51,155.71,194.09,378.84,218.43,266.12,274.73,490.64,60.08,621.93,240.39,371.09,24.7,447.0,461.21,237.69,177.01,518.48,608.34,391.77,513.27,458.72,554.48,59.46,299.9,467.52,45.22,333.71,641.62,673.77,558.28,766.65,221.94,538.71,331.99,228.02,386.91,50.25,116.28,547.79,97.64,386.48,111.66,445.54,544.87,392.0,271.67,307.19,495.44,656.02,590.2,768.17,450.14,434.2,261.82,94.37,204.41,107.45,99.3,438.0,681.7,0.0,184.0,97.74,381.53,90.0,440.46,436.41,624.76,681.71,95.35,821.07,422.29,689.12,406.9,49.41,138.42,528.92,238.42,631.56,91.27,633.67,403.01,670.14,488.81,173.08,82.68,574.09,403.21,551.89,449.19,783.52,237.98,713.57,181.34,509.9,627.65,674.24,394.51,0.0,13.0,1.0,65.0
